00220,10220,20222,02001,01021,02000,11200,00111,00020,01000,01220,21000,01202,
20000,01020,01200,11020,11000,00021,02201,11001,00200,11000,11201,22000,11020,
00102,11100,10202,20020,02201,00020,01000,01212,20000,21000,01000,01220,02020,
11220,11210,02200,11001,11201,00002,20000,21200,22101,21002,20201,02000,02200,
01200,21200,11100,00002,11000,11100,20020,02201,10202,11001,00200,02210,11210,
20001,02000,11200,11210,00020,02200,00210,02201,00200,11210,02020,22000,01120,
22210,00011,10100,02000,11020,01002,02210,01200,20220,01212,11210,02010,02210,
11201,02201,22101,00221,00212,20212,01021,20201,02201,02201,02221,20200,00221,
22101,01220,01021,20011
